,name,txt,compound,pos,neu,neg,timestamp
43,BBC,"Maths, science, history and... death? 🎒📚🤔

Death could be added to the school timetable in Australia. 👉… https://t.co/l6jEPAaK64",-0.8316,0.0,0.672,0.328,2018-07-21 12:03:05
235,CNN Breaking News,"CNN's @JakeTapper: Is it not a possibility that Russians were trying to recruit you?

Carter Page: ""It's totally un… https://t.co/OxEMAFMOWu",0.0,0.0,1.0,0.0,2018-07-22 13:23:21
42,BBC,RT @BBCNews: London Anniversary Games: Kare Adenegan &amp; Sophie Hahn set world records https://t.co/DW7CyMwS7r,0.0,0.0,1.0,0.0,2018-07-22 16:45:18
234,CNN Breaking News,"Nike says it will raise wages for 7,000 employees, or 10% of its global workforce https://t.co/sCEDZRdVmm https://t.co/RtkxB1rPBk",0.0,0.0,1.0,0.0,2018-07-23 22:11:00
41,BBC,👶👵 Most people feel younger or older than they really are – and this 'subjective age' has a big effect on their phy… https://t.co/vGnFI1TfmB,0.0,0.0,1.0,0.0,2018-07-24 07:27:04
233,CNN Breaking News,RT @CNNPolitics: The US conducts an airstrike in Somalia near a base where a US soldier was killed https://t.co/H9Zx9QTXaH https://t.co/EUo…,-0.6705,0.0,0.791,0.209,2018-07-25 13:02:48
40,BBC,"Is this Africa’s most inventive neighbourhood? 💡🌿🥑

https://t.co/xgeQCMM1XP",0.0,0.0,1.0,0.0,2018-07-25 16:02:05
232,CNN Breaking News,House Speaker Paul Ryan says he does not support House conservatives' efforts to impeach Deputy Attorney General Ro… https://t.co/IHBrLjSsCo,-0.3089,0.0,0.889,0.111,2018-07-26 16:04:01
39,BBC,"👀🌝 Skywatchers will be treated to the longest ""blood moon"" eclipse of the century tonight, with the totality period… https://t.co/w1Eoi6fA9R",0.0,0.0,1.0,0.0,2018-07-27 09:51:01
38,BBC,📖🥪 A brief history of the humble sarnie. https://t.co/25GXnqIXZy,0.0,0.0,1.0,0.0,2018-07-28 13:02:06
231,CNN Breaking News,"At least three people are dead and seven injured after a shooting in New Orleans, city police spokesman says https://t.co/tEKOdcOJrJ",-0.7906,0.0,0.708,0.292,2018-07-29 03:48:54
37,BBC,"RT @BBCSportWales: It's a matter of hours until Geraint Thomas is crowned as the first Welshman to win the Tour de France

👉 Here's how he…",0.5994,0.159,0.841,0.0,2018-07-29 13:20:07
36,BBC,What makes you resilient? https://t.co/cZS96s7bv0,0.0,0.0,1.0,0.0,2018-07-30 18:01:04
230,CNN Breaking News,"A weekend shooting that left three people dead and seven wounded may have been gang-related, New Orleans police say… https://t.co/oYQVGGgygb",-0.6486,0.0,0.807,0.193,2018-07-30 21:41:18
229,CNN Breaking News,Dozens of cases believed to hold the remains of American service members killed during the Korean War are due to be… https://t.co/zKUGffYPq2,-0.8555,0.0,0.704,0.296,2018-08-01 06:49:18
35,BBC,"RT @bbcrb: We all know SOMEONE  who needs to do this! 🤰😈😂
@UltraBabyFace https://t.co/zfjN3xA20m",0.0,0.0,1.0,0.0,2018-08-01 09:20:00
228,CNN Breaking News,"RT @CNNMoney: After tumbling in the morning, stocks came back strong to finish mostly higher. The S&amp;P 500 rose 0.5% and the Dow was flat. T…",0.5106,0.117,0.883,0.0,2018-08-02 20:10:53
34,BBC,"How did you sleep last night? 

Chances are you didn't get enough 💤 https://t.co/noTei8EVzE",0.3995,0.235,0.765,0.0,2018-08-03 07:00:08
33,BBC,✊ Cindy Whitehead was one of the first female pro skateboarders in the 70s riding vertical inclines. https://t.co/8x58hjAuQd,0.0,0.0,1.0,0.0,2018-08-04 13:04:05
227,CNN Breaking News,"Iran says it held a successful naval exercise in the Strait of Hormuz with the aim of ""controlling and maintaining… https://t.co/pOUgY7eLBm",0.5859,0.167,0.833,0.0,2018-08-05 11:30:04
32,BBC,"How can someone work, pay taxes and still be homeless? https://t.co/rCpmM5ybZl",-0.1027,0.0,0.877,0.123,2018-08-05 16:01:07
31,BBC,"""If it was your family then you wouldn't like it"". 💔🐘

Meet the schoolgirl who wants to protect endangered elephant… https://t.co/z6RtcX2FFu",0.1255,0.11,0.801,0.089,2018-08-07 08:03:02
226,CNN Breaking News,"Jared Kushner deleted several 'critical' stories at his newspaper in 2012, software developer claims… https://t.co/i0ATvVAWIi",0.0,0.0,1.0,0.0,2018-08-07 12:36:10
30,BBC,"🏝🍹☀️ How to win at holidays.
Travel experts tell us how to hack your way to beachside bliss.
👉… https://t.co/iSrzbdv2QY",0.8779,0.373,0.627,0.0,2018-08-08 11:21:04
225,CNN Breaking News,Tribune Media ends merger deal with Sinclair and says it's suing over what it calls Sinclair's 'unnecessarily aggre… https://t.co/4OEry23tFX,-0.2732,0.0,0.896,0.104,2018-08-09 11:15:10
29,BBC,"😂 Remember the time Attenborough said 'BOO!' to a sloth?

#LifeOfMammals https://t.co/x8UxG2gTpL",0.4926,0.215,0.684,0.1,2018-08-09 16:03:02
28,BBC,"When it comes to describing the size of Jupiter, the word 'big' doesn't quite cut it...

#Horizon: Jupiter Revealed https://t.co/3YsHT7H7zS",0.2572,0.097,0.903,0.0,2018-08-11 08:04:00
224,CNN Breaking News,The man who stole a plane Friday in Seattle and later died in a crash was identified as 29-year-old airline worker… https://t.co/C2lvPh98wm,-0.743,0.0,0.741,0.259,2018-08-12 00:12:36
27,BBC,"If you're lucky, you could see over 100 meteors an hour in the #Perseid meteor shower tonight! 😍💫🔭

Here's how to w… https://t.co/FNfzXIMzGR",0.4753,0.123,0.877,0.0,2018-08-12 11:01:07
223,CNN Breaking News,"The FBI fires Peter Strzok, the agent who was removed from the Russia probe for sending disparaging text messages a… https://t.co/XTc869qnI5",-0.4939,0.0,0.862,0.138,2018-08-13 15:32:51
26,BBC,The US pack dogs taking on the rhino poachers in South Africa. https://t.co/nlYInjleZ9,0.0,0.0,1.0,0.0,2018-08-13 16:00:33
222,CNN Breaking News,The former Baltimore police officer caught on video punching a man for 12 seconds has been indicted on assault and… https://t.co/BEq5pByfBm,-0.5859,0.0,0.833,0.167,2018-08-14 19:48:40
25,BBC,The government has unveiled its £100m strategy to tackle rough sleeping on England's streets.… https://t.co/CiH7ZbhSIx,0.0,0.0,1.0,0.0,2018-08-15 11:03:07
24,BBC,RT @BBCArchive: Aretha Franklin performing Don't Play that Song in 1970. #RipArethaFranklin https://t.co/clOGzjHJEC,-0.2584,0.0,0.855,0.145,2018-08-16 14:33:47
221,CNN Breaking News,"Rock &amp; Roll Hall of Fame remembers Aretha Franklin as ""an artist of passion, sophistication and command."" Follow li… https://t.co/BVKFdtKh4z",0.7096,0.247,0.753,0.0,2018-08-16 15:24:20
23,BBC,Actual footage of my weekend plans... 💤 #FridayFeeling https://t.co/fwYRjlq0es,-0.296,0.0,0.784,0.216,2018-08-17 15:59:00
22,BBC,US Police have made an arrest in a fatal hit-and-run case after an obscure part of a car headlight was identified b… https://t.co/YA3fAk1bCx,-0.7096,0.0,0.763,0.237,2018-08-19 09:02:05
220,CNN Breaking News,Twitter CEO Jack Dorsey wouldn’t commit to a timetable for cleaning up the social media site overrun by abuse and s… https://t.co/lsJusv7E2v,-0.4588,0.087,0.748,0.165,2018-08-19 16:29:09
21,BBC,Meet the biggest puppet in the UK. https://t.co/Tjr3AdLmIr,0.0,0.0,1.0,0.0,2018-08-20 16:00:27
219,CNN Breaking News,"A Colorado man has been charged in the deaths of his pregnant wife and their two young daughters, court filings sho… https://t.co/W3aZ4rSnXx",-0.2023,0.0,0.917,0.083,2018-08-20 21:59:13
218,CNN Breaking News,Suspected Golden State Killer Joseph James DeAngelo will be tried on multiple murder counts in a single trial in Sa… https://t.co/HKCHZcFAP7,-0.8979,0.0,0.609,0.391,2018-08-21 21:08:23
20,BBC,More than a third of farmed fruit and vegetables never reaches supermarket shelves because it is misshapen or the w… https://t.co/10Bqhnzz8j,-0.0382,0.0,0.943,0.057,2018-08-22 11:01:06
19,BBC,🐶🍦 Almost too adorable to eat... https://t.co/Cf3gUwmFqH,0.4445,0.327,0.673,0.0,2018-08-23 12:03:06
217,CNN Breaking News,"Lynyrd Skynyrd guitarist Ed King, who co-wrote the hit ""Sweet Home Alabama,"" has died https://t.co/cKJ6wulCUv https://t.co/npJk9SCDTH",-0.1531,0.146,0.68,0.175,2018-08-23 23:06:54
18,BBC,"Me leaving work in a calm and orderly fashion ahead of the  🎉THREE 🎉DAY 🎉WEEKEND 🎉

#FridayFeeling #BankHoliday https://t.co/x9zFn90J3W",0.6124,0.227,0.773,0.0,2018-08-24 15:59:00
216,CNN Breaking News,Democrats enact one of the most significant changes to the way superdelegates operate at their national convention… https://t.co/eCjdObSmMy,0.2716,0.11,0.89,0.0,2018-08-25 20:24:30
17,BBC,"This father and son thought they were going to die at sea. 
Then 13 year old Joe did something incredible. 
(via… https://t.co/ygLkik2sjB",-0.5994,0.0,0.843,0.157,2018-08-26 08:00:14
215,CNN Breaking News,The US and Mexico are on track to announce details of a new trade agreement as part of ongoing discussions over the… https://t.co/1SmJ5vp5r1,0.4939,0.132,0.868,0.0,2018-08-27 14:10:36
16,BBC,More than half of Borneo's orangutans have perished since 1999; their habitats destroyed to make way for palm oil p… https://t.co/SIm7DMFEgU,-0.4939,0.0,0.862,0.138,2018-08-27 18:12:05
214,CNN Breaking News,"Rep. Ron DeSantis will win Florida's Republican governor's primary, CNN projects, in yet another win for a Trump-ba… https://t.co/WGdmW42Tym",0.8225,0.322,0.678,0.0,2018-08-29 00:12:00
15,BBC,"Nearly a quarter of 14-year-old girls in the UK said they had self-harmed, a report suggests.
👉… https://t.co/aUmLsEDteD",0.0,0.0,1.0,0.0,2018-08-29 09:08:48
199,CBS News,"Permanently in the dog house? It isn’t as bad as it sounds. Two men have taken in and adopted out over 11,000 anima… https://t.co/sTZAWt4UTv",-0.5423,0.0,0.868,0.132,2018-08-30 23:04:33
198,CBS News,At least 6 dead after grisly bus crash in New Mexico https://t.co/ovjMv0R313 https://t.co/xFPSbUbNfM,-0.7906,0.0,0.588,0.412,2018-08-31 04:48:03
14,BBC,😲♻️🐉 This 'river monster’ was created from the monstrous amount of rubbish found in Leicester's waterways. https://t.co/lECYnJbKp1,0.25,0.111,0.889,0.0,2018-08-31 07:00:06
197,CBS News,El Salvador says 3 minors sexually abused in U.S. shelters https://t.co/88HbN2YT0V https://t.co/Lf5ZRCQJE2,-0.5106,0.0,0.752,0.248,2018-08-31 09:30:19
196,CBS News,"No backing down on Trump Foundation lawsuit, New York attorney general says https://t.co/dVxeL5T8co https://t.co/Jq1yF0Jtp1",-0.4588,0.068,0.679,0.253,2018-08-31 13:46:05
213,CNN Breaking News,Here's a look at the program for Aretha Franklin's funeral. The more than five-hour funeral service is expected to… https://t.co/3QPiKpckvg,-0.6124,0.0,0.773,0.227,2018-08-31 14:40:51
195,CBS News,"John McCain ""would have appreciated this ceremony today. He would have appreciated it but I think he would also be… https://t.co/5syPfGhsS5",0.5106,0.193,0.807,0.0,2018-08-31 15:32:36
194,CBS News,ACT OF LOVE: This 99-year-old man walks six miles every single day -- no matter the weather -- to visit his wife in… https://t.co/4cXq1ebUQe,0.5904,0.206,0.718,0.075,2018-08-31 20:16:16
499,The New York Times,Serena Williams's return to the court should surprise exactly no one. She joins a league of simultaneously ordinary… https://t.co/YptVFs3zpG,-0.0258,0.103,0.788,0.108,2018-08-31 22:36:00
193,CBS News,This unique chorus is giving a voice to people with Alzheimer's https://t.co/hObNFUPzwT https://t.co/w4sIbYC25l,0.34,0.179,0.821,0.0,2018-09-01 02:09:36
498,The New York Times,"In public and in private, Ted Cruz has expressed enough alarm about his opponent to ask the president, once a bitte… https://t.co/rR7A5G0v8B",-0.34,0.0,0.893,0.107,2018-09-01 03:17:05
192,CBS News,Some restaurants are banning cell use at their tables https://t.co/rBbpTu9mc0 https://t.co/lKnR9AvfPX,0.0,0.0,1.0,0.0,2018-09-01 06:33:03
497,The New York Times,"RT @hfairfield: Type in a place, and we'll show you how much hotter it will get in our your lifetime: https://t.co/DtAj3ViDrB",0.0,0.0,1.0,0.0,2018-09-01 08:32:05
191,CBS News,"John McCain remembered: Obama, Bush give eulogies at Washington funeral - live updates https://t.co/ByAIe7nVEC https://t.co/2yCyTM3MDK",-0.3612,0.0,0.839,0.161,2018-09-01 11:24:04
13,BBC,A whole new way to treat Parkinson's. https://t.co/dslDtfQAmY,0.4019,0.31,0.69,0.0,2018-09-01 13:04:05
496,The New York Times,"The son this couple gave up for adoption 36 years ago not only reunited them, but officiated at their wedding. https://t.co/uqxpPJQ5aB",0.0,0.0,1.0,0.0,2018-09-01 13:31:07
190,CBS News,Follow our live updates on the memorial service for Sen. John McCain in Washington. Former Presidents George W. Bus… https://t.co/zj4MGPsAdi,0.0,0.0,1.0,0.0,2018-09-01 14:09:30
212,CNN Breaking News,Meghan McCain: “My father was a great man. He was a great warrior. He was a great American. I admired him for all o… https://t.co/Dle4lniaOi,0.9485,0.479,0.521,0.0,2018-09-01 14:48:42
495,The New York Times,The number of extremely hot days is rising around the world. See how your hometown has changed since your birth — a… https://t.co/FiYWbLC7h0,0.0772,0.058,0.942,0.0,2018-09-01 16:36:57
189,CBS News,It's a theatrical experience like no other. Take a look behind the scenes of live film scoring… https://t.co/gUpXN8ySf5,0.0772,0.134,0.749,0.118,2018-09-01 17:19:52
494,The New York Times,"Though now many people associate Labor Day with barbecues and the beach, it started with calls for humane working c… https://t.co/QvAYvNqbeW",0.0,0.0,1.0,0.0,2018-09-01 21:05:06
188,CBS News,John McCain and the envy that leads us to action https://t.co/9VGBP0CTOh https://t.co/ItUjLk0O50,-0.2732,0.0,0.84,0.16,2018-09-01 23:33:04
493,The New York Times,"""The only way to exorcise the hatred in your heart is to find some measure of forgiveness — for yourself."" https://t.co/SLsmwDS8li",-0.4767,0.086,0.741,0.173,2018-09-02 01:35:58
187,CBS News,Judge blocks first trophy hunt of Yellowstone grizzlies in 40 years https://t.co/UXsfgIQ5WV https://t.co/b16OUd3SI6,-0.2263,0.0,0.863,0.137,2018-09-02 03:48:03
492,The New York Times,"""The real point of the fair, as I now understand it, is to eat all day long"" https://t.co/Q8rMsysfJW",0.3182,0.126,0.874,0.0,2018-09-02 07:28:40
186,CBS News,An associate of former Trump campaign chairman Paul Manafort pleads guilty for failing to register as a foreign age… https://t.co/AAKcXEjcT6,-0.7269,0.0,0.736,0.264,2018-09-02 08:48:05
491,The New York Times,RT @TheSteinLine: At 2:22 AM ET -- five minutes shy of a new record for latest finish -- @cilic_marin completes a comeback from two sets do…,-0.25,0.0,0.92,0.08,2018-09-02 13:08:53
12,BBC,"A groundbreaking technique looks set to turn man's best friend into an ivory trafficker's worst nightmare.
👉… https://t.co/64P7dLdIqx",0.5106,0.29,0.549,0.161,2018-09-02 14:06:08
185,CBS News,RT @FaceTheNation: COMING UP: Don't miss this morning's Face the Nation when @margbrennan talks with @JohnKasich &amp; @JohnKerry. Plus our pol…,0.1139,0.067,0.933,0.0,2018-09-02 14:31:21
490,The New York Times,"More than 100 alumni of a small, now-closed school for troubled teenagers have died in the span of a few years, oft… https://t.co/p6DXLKR7Gy",-0.765,0.0,0.742,0.258,2018-09-02 17:50:01
184,CBS News,SACRIFICE OF LOVE: A homeless woman struggling with drug addiction trusted a police officer who knew her to adopt h… https://t.co/Xc8cRLRD36,0.7865,0.354,0.545,0.102,2018-09-02 17:52:10
489,The New York Times,They Sat in Hypocrisy https://t.co/XI3V1gAGL4,0.0,0.0,1.0,0.0,2018-09-02 22:35:28
183,CBS News,"""It has been reported 100+ times. No response. Tell me why this is cool by you"": Meghan McCain's husband slams Twit… https://t.co/2szrjphoMo",0.0258,0.094,0.816,0.09,2018-09-03 00:19:46
488,The New York Times,"Meet Big. It's a record-breaking oyster found in New York's harbor, and it's a bit of a metaphor for the city (not… https://t.co/H7FBaiwjoe",0.0,0.0,1.0,0.0,2018-09-03 02:45:38
211,CNN Breaking News,Two Reuters journalists accused of breaking Myanmar's Official Secrets Act have been found guilty and sentenced to… https://t.co/mmfW7dcdfx,-0.6249,0.0,0.711,0.289,2018-09-03 04:55:38
182,CBS News,Bishop apologizes for touching Ariana Grande at Aretha Franklin's funeral https://t.co/G6yWmNTBzm https://t.co/5pg4o5oQLj,0.0,0.167,0.667,0.167,2018-09-03 05:18:03
487,The New York Times,Summer is coming to a close. Here are our favorite potluck (or picnic) recipes for the season https://t.co/Cd1wRrGcfw,0.4588,0.158,0.842,0.0,2018-09-03 07:34:41
181,CBS News,The financial problem that just won't die: Student loans https://t.co/iJj1PBzhuR https://t.co/6Y6162vR6J,0.1144,0.212,0.606,0.182,2018-09-03 09:40:09
486,The New York Times,"Days before the Supreme Court nominee's confirmation hearings, the Trump administration has decided to withhold tho… https://t.co/yeRS6XjVs6",0.5574,0.184,0.816,0.0,2018-09-03 13:00:10
180,CBS News,"This 11-year-old boy with leukemia doesn't know how long he has to live, but he does know he'll be fulfilling his d… https://t.co/3h1ORiHyNu",0.0,0.0,1.0,0.0,2018-09-03 16:01:35
485,The New York Times,"Is there a spy camera in that bathroom? In Seoul, 8,000 workers will check. https://t.co/i4gIwPlSd7 https://t.co/a1qdlIUJKo",0.0,0.0,1.0,0.0,2018-09-03 18:00:23
11,BBC,"A documentary series following the search for missing people.

Reported Missing | 9pm | @BBCOne |… https://t.co/yXINmDRboH",-0.5267,0.0,0.732,0.268,2018-09-03 19:02:03
179,CBS News,"Commentary: For Democrats, hopes of defeating Brett Kavanaugh's Supreme Court nomination lie with the public… https://t.co/o13r5QS4Sn",0.5859,0.291,0.591,0.118,2018-09-03 22:24:35
484,The New York Times,She Thought Pole Dancing at Kindergarten Was a Great Idea. Others Disagreed. https://t.co/h1NrTVyU91,0.4215,0.25,0.61,0.14,2018-09-03 22:29:54
483,The New York Times,"In hidden corners across South Korea, tiny cameras are surreptitiously recording thousands of women when they are a… https://t.co/uh1a3JS2DN",0.0,0.0,1.0,0.0,2018-09-04 02:00:06
178,CBS News,"Gunman in Florida ""stand your ground"" shooting says he wouldn't change what he did https://t.co/VLesI5TZxD https://t.co/SCGNYOGIWp",0.0,0.0,1.0,0.0,2018-09-04 03:18:03
482,The New York Times,"It's been 4 years since 43 students protesters were pulled off buses in southern Mexico, never to be seen again. So… https://t.co/vmW4MLPAE5",-0.2263,0.0,0.913,0.087,2018-09-04 06:00:13
177,CBS News,Bishop at Aretha Franklin's funeral apologized to Ariana Grande after being accused of grabbing her breast on stage… https://t.co/BifPy1eJzE,-0.34,0.1,0.696,0.204,2018-09-04 07:33:06
481,The New York Times,"Rodrigo Duterte has ordered the arrest of Antonio Trillanes, one of his most prominent critics in the Philippine Se… https://t.co/Mq4QEWJTKs",-0.315,0.106,0.695,0.199,2018-09-04 10:50:02
176,CBS News,RT @CBSThisMorning: Check out what we're working on this morning: https://t.co/lUWrVCj260,0.0,0.0,1.0,0.0,2018-09-04 10:50:22
480,The New York Times,RT @adamliptak: I’ve covered five other Supreme Court confirmation hearings.  None of them included anything like the chaos in the opening…,0.34,0.219,0.647,0.133,2018-09-04 14:18:22
175,CBS News,"Minnesota Sen. Amy Klobuchar says Brett Kavanaugh documents show the Supreme Court nominee has ""a limited view of c… https://t.co/duLQGQIGdG",0.4019,0.153,0.766,0.081,2018-09-04 14:32:19
479,The New York Times,Brett Kavanaugh's hearing has paused for a break. Here's what you've missed so far. https://t.co/czjZloHEGZ,-0.296,0.0,0.855,0.145,2018-09-04 16:56:50
174,CBS News,It's Beyonce's birthday. Celebrate by embracing your inner Sasha Fierce. https://t.co/37r9VltEkq https://t.co/VtBNclfS81,0.5719,0.252,0.748,0.0,2018-09-04 17:50:25
478,The New York Times,"There, sitting on a shelf in a Florida thrift store, was a baseball glove that belonged to their son 40 years ago i… https://t.co/LczB4aW2WT",0.0,0.0,1.0,0.0,2018-09-04 19:28:05
210,CNN Breaking News,RT @CNNMoney: Markets edge lower. Dow loses 12 points. S&amp;P 500 and Nasdaq dip 0.2%. Tesla sinks 4% on negative Goldman Sachs report. Nike f…,-0.802,0.0,0.728,0.272,2018-09-04 20:11:48
173,CBS News,"Henry Cavill will star in Netflix's ""The Witcher"" series, showrunner Lauren Schmidt Hissrich confirms… https://t.co/HO2ij1X1Rn",0.0,0.0,1.0,0.0,2018-09-04 21:00:32
477,The New York Times,"RT @nytvideo: ""You're out of order."" Judge Brett Kavanaugh’s first day of confirmation hearings got off to a chaotic start. Here’s a quick…",-0.4939,0.0,0.862,0.138,2018-09-04 23:17:03
172,CBS News,"President Trump, the NFL respond to Colin Kaepernick appearing in Nike's 30th anniversary ""Just Do It"" campaign… https://t.co/MdnVLEihx0",0.0,0.0,1.0,0.0,2018-09-05 01:25:48
476,The New York Times,"RT @TheSteinLine: Why was Don Nelson chosen to usher @SteveNash into the @Hoophall? Because Nash, as explained in this week’s @nytimes NBA…",0.0,0.0,1.0,0.0,2018-09-05 03:11:04
171,CBS News,Trump's trade actions are heating up quickly https://t.co/Ib7xcvm3uQ https://t.co/L4rTCIKpbl,0.0,0.0,1.0,0.0,2018-09-05 05:48:05
475,The New York Times,"President Xi Jinping of China will not make his first trip to North Korea this weekend, despite speculation to the… https://t.co/uijGKzP67V",0.0,0.0,1.0,0.0,2018-09-05 07:15:03
170,CBS News,"Pompeo has tough task to ""reset"" ties in Pakistan https://t.co/VaEjBLv2AC https://t.co/PAYuYWnujC",-0.128,0.0,0.87,0.13,2018-09-05 09:58:06
10,BBC,"Boeing says Asia needs 240,000 pilots over next two decades.
If you need a job, you may want to consider training a… https://t.co/bCwIkgrjAy",0.0772,0.058,0.942,0.0,2018-09-05 11:00:09
474,The New York Times,"Your daily @DealBook Briefing:

• Amazon may be worth much more than $1 trillion.

• Exclusive: John Studzinski hea… https://t.co/G5vNyuab0a",0.4767,0.254,0.746,0.0,2018-09-05 12:00:10
169,CBS News,Nurse reunited with baby she saved 28 years ago -- he's now a resident at the same hospital https://t.co/OtTHWrw3TD https://t.co/d7IDCmYBIN,0.4215,0.135,0.865,0.0,2018-09-05 13:14:55
473,The New York Times,"RT @MichaelPaulson: A new path to Broadway: ""Be More Chill"" (@BMCMusical), a sci-fi high school musical, to open in March, propelled by soc…",0.0,0.0,1.0,0.0,2018-09-05 15:00:03
472,The New York Times,"In an effort to promote diversity, Warner Bros. — and its corporate siblings, HBO and Turner Broadcasting — unveile… https://t.co/MVhYjJikzo",0.3818,0.133,0.867,0.0,2018-09-05 17:45:08
168,CBS News,Hackers are targeting the midterm campaigns — and their simplest tricks could cause the most damage… https://t.co/TS8ZiHUuvK,-0.128,0.0,0.909,0.091,2018-09-05 20:05:16
471,The New York Times,"Let @nytimesarts help plan your fall. Here’s a look at New York City’s most anticipated cultural events, synced rig… https://t.co/mPvfu4t8YK",0.4019,0.13,0.87,0.0,2018-09-05 21:31:10
167,CBS News,Photos show mice lounging around anti-rodent device and judge says the pictures are reason enough to let a lawsuit… https://t.co/sltxDAq1yf,0.0,0.0,1.0,0.0,2018-09-05 23:49:00
